Time_s,Time_min,Time_hr,Ambient_Temp_C,Milk_Temp_C,PCM_Temp_C,PCM_Phase_Fraction,PCM_Heat_Removal_W,Ambient_Heat_Influx_W,Cumulative_Heat_Removed_kJ,PCM_Available_Capacity_kJ,PCM_Remaining_Capacity_kJ,Milk_Volume_L,Milk_Mass_kg,Insulation_Thickness_mm,PCM_Mass_kg,Target_Temp_C,Cooling_Status,Model_Status
0,0,0,35,30,2,0,714,41.25,0,768,768,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
10,0.166666666666667,0.00277777777777778,35,29.9130282824685,3.23213606963606,0,680.362751427226,39.7098299129549,6.98730778648395,768,761.012692213516,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
20,0.333333333333333,0.00555555555555556,35,29.830154836461,4.40688360596439,0,648.293416377664,38.2413954925445,13.6453604387223,768,754.354639561278,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
30,0.5,0.00833333333333333,35,29.7508693372361,5,0.00425122020982975,631.147168099521,37.5,20.015157446448,768,747.984842553552,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
40,0.666666666666667,0.0111111111111111,35,29.6724219311852,5,0.0131545063460063,629.146759245222,37.5,26.3176220485804,768,741.68237795142,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
50,0.833333333333333,0.0138888888888889,35,29.5942231626844,5,0.0220311584278107,627.152690648452,37.5,32.6001111099337,768,735.399888890066,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
60,1,0.0166666666666667,35,29.5162722436818,5,0.0308812608713678,625.164942213886,37.5,38.8626879426015,768,729.137312057399,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
70,1.16666666666667,0.0194444444444444,35,29.4385683886232,5,0.0397048978252473,623.183493909892,37.5,45.1054156580111,768,722.894584341989,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
80,1.33333333333333,0.0222222222222222,35,29.3611108144441,5,0.0485021531713115,621.208325768325,37.5,51.3283571675593,768,716.671642832441,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
90,1.5,0.025,35,29.283898740562,5,0.0572731105255609,619.239417884331,37.5,57.5315751832464,768,710.468424816754,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
100,1.66666666666667,0.0277777777777778,35,29.2069313888684,5,0.0660178532389765,617.276750416145,37.5,63.7151322183081,768,704.284867781692,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
110,1.83333333333333,0.0305555555555556,35,29.1302079837211,5,0.0747364643983602,615.320303584888,37.5,69.8790905878458,768,698.120909412154,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
120,2,0.0333333333333333,35,29.0537277519361,5,0.0834290268271716,613.37005767437,37.5,76.0235124094544,768,691.976487590546,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
130,2.16666666666667,0.0361111111111111,35,28.9774899227801,5,0.092095623086363,611.425993030892,37.5,82.148459603848,768,685.851540396152,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
140,2.33333333333333,0.0388888888888889,35,28.9014937279626,5,0.100736335475212,609.488090063046,37.5,88.2539938954844,768,679.746006104516,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
150,2.5,0.0416666666666667,35,28.8257384016282,5,0.109351246032148,607.55632924152,37.5,94.340176813187,768,673.659823186813,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
160,2.66666666666667,0.0444444444444444,35,28.7502231803489,5,0.117940436535585,605.630691098898,37.5,100.407069690764,768,667.592930309236,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
170,2.83333333333333,0.0472222222222222,35,28.6749473031164,5,0.126503988504738,603.711156229467,37.5,106.454733667629,768,661.545266332371,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
180,3,0.05,35,28.5999100113341,5,0.135041983200451,601.79770528902,37.5,112.483229689414,768,655.516770310586,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
190,3.16666666666667,0.0527777777777778,35,28.5251105488102,5,0.143554501626012,599.890318994661,37.5,118.492618508585,768,649.507381491415,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
200,3.33333333333333,0.0555555555555556,35,28.4505481617494,5,0.152041624527971,597.988978124609,37.5,124.482960685054,768,643.517039314946,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
210,3.5,0.0583333333333333,35,28.3762220987454,5,0.160503432396954,596.093663518008,37.5,130.454316586791,768,637.545683413209,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
220,3.66666666666667,0.0611111111111111,35,28.3021316107738,5,0.168940005468472,594.204356074732,37.5,136.40674639043,768,631.59325360957,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
230,3.83333333333333,0.0638888888888889,35,28.228275951184,5,0.177351423723733,592.321036755192,37.5,142.340310081875,768,625.659689918125,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
240,4,0.0666666666666667,35,28.1546543756919,5,0.185737766890444,590.443686580144,37.5,148.255067456908,768,619.744932543092,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
250,4.16666666666667,0.0694444444444444,35,28.0812661423725,5,0.194099114443618,588.5722866305,37.5,154.151078121789,768,613.848921878211,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
260,4.33333333333333,0.0722222222222222,35,28.0081105116523,5,0.202435545606373,586.706818047133,37.5,160.028401493855,768,607.971598506145,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
270,4.5,0.075,35,27.9351867463016,5,0.210747139350731,584.847262030692,37.5,165.887096802124,768,602.112903197876,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
280,4.66666666666667,0.0777777777777778,35,27.8624941114278,5,0.219033974398415,582.993599841409,37.5,171.727223087887,768,596.272776912113,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
290,4.83333333333333,0.0805555555555556,35,27.7900318744672,5,0.227296129221637,581.145812798914,37.5,177.548839205303,768,590.451160794697,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
300,5,0.0833333333333333,35,27.717799305178,5,0.235533682043898,579.303882282039,37.5,183.352003821999,768,584.647996178001,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
310,5.16666666666667,0.0861111111111111,35,27.6457956756329,5,0.243746710840767,577.467789728639,37.5,189.136775419651,768,578.863224580349,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
320,5.33333333333333,0.0888888888888889,35,27.5740202602118,5,0.251935293340673,575.637516635402,37.5,194.90321229458,768,573.09678770542,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
330,5.5,0.0916666666666667,35,27.5024723355945,5,0.260099507025685,573.813044557658,37.5,200.65137255834,768,567.34862744166,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
340,5.66666666666667,0.0944444444444444,35,27.431151180753,5,0.268239429132297,571.994355109203,37.5,206.381314138298,768,561.618685861702,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
350,5.83333333333333,0.0972222222222222,35,27.3600560769451,5,0.276355136652199,570.181429962101,37.5,212.093094778225,768,555.906905221775,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
360,6,0.1,35,27.2891863077063,5,0.28444670633306,568.374250846512,37.5,217.786772038871,768,550.213227961129,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
370,6.16666666666667,0.102777777777778,35,27.218541158843,5,0.292514214679299,566.572799550497,37.5,223.46240329855,768,544.53759670145,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
380,6.33333333333333,0.105555555555556,35,27.1481199184252,5,0.300557737952855,564.777057919843,37.5,229.120045753717,768,538.879954246283,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
390,6.5,0.108333333333333,35,27.0779218767794,5,0.308577352173955,562.987007857874,37.5,234.759756419542,768,533.240243580458,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
400,6.66666666666667,0.111111111111111,35,27.0079463264813,5,0.316573133121884,561.202631325274,37.5,240.381592130489,768,527.618407869511,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
410,6.83333333333333,0.113888888888889,35,26.9381925623489,5,0.324545156335744,559.423910339898,37.5,245.985609540883,768,522.014390459116,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
420,7,0.116666666666667,35,26.8686598814353,5,0.332493497115217,557.650826976599,37.5,251.571865125489,768,516.428134874511,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
430,7.16666666666667,0.119444444444444,35,26.7993475830212,5,0.340418230521327,555.883363367042,37.5,257.140415180071,768,510.859584819929,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
440,7.33333333333333,0.122222222222222,35,26.7302549686088,5,0.348319431377189,554.121501699524,37.5,262.691315821968,768,505.308684178032,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
450,7.5,0.125,35,26.6613813419137,5,0.356197174268772,552.365224218798,37.5,268.224622990655,768,499.775377009345,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
460,7.66666666666667,0.127777777777778,35,26.5927260088585,5,0.364051533545644,550.614513225891,37.5,273.740392448308,768,494.259607551692,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
470,7.83333333333333,0.130555555555556,35,26.5242882775657,5,0.371882583321723,548.869351077926,37.5,279.238679780368,768,488.761320219632,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
480,8,0.133333333333333,35,26.4560674583508,5,0.379690397476025,547.129720187945,37.5,284.719540396094,768,483.280459603906,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
490,8.16666666666667,0.136111111111111,35,26.388062863715,5,0.387475049653408,545.395603024733,37.5,290.183029529132,768,477.816970470868,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
500,8.33333333333333,0.138888888888889,35,26.3202738083388,5,0.395236613265315,543.666982112638,37.5,295.629202238062,768,472.370797761938,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
510,8.5,0.141666666666667,35,26.2526996090744,5,0.40297516149051,541.943840031398,37.5,301.058113406959,768,466.941886593041,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
520,8.66666666666667,0.144444444444444,35,26.1853395849397,5,0.410690767275822,540.226159415963,37.5,306.469817745942,768,461.530182254058,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
530,8.83333333333333,0.147222222222222,35,26.1181930571106,5,0.418383503336874,538.513922956321,37.5,311.864369791731,768,456.135630208269,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
540,9,0.15,35,26.0512593489147,5,0.426053442158818,536.807113397326,37.5,317.241823908189,768,450.758176091811,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
550,9.16666666666667,0.152777777777778,35,25.9845377858243,5,0.433700655997067,535.105713538519,37.5,322.602234286876,768,445.397765713124,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
560,9.33333333333333,0.155555555555556,35,25.9180276954494,5,0.441325216878022,533.40970623396,37.5,327.945654947592,768,440.054345052408,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
570,9.5,0.158333333333333,35,25.8517284075314,5,0.448927196599796,531.719074392052,37.5,333.272139738923,768,434.727860261077,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
580,9.66666666666667,0.161111111111111,35,25.785639253936,5,0.456506666732941,530.033800975368,37.5,338.581742338781,768,429.418257661219,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
590,9.83333333333333,0.163888888888889,35,25.7197595686464,5,0.464063698621166,528.353869000482,37.5,343.87451625495,768,424.12548374505,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
600,10,0.166666666666667,35,25.6540886877568,5,0.471598363382059,526.679261537797,37.5,349.15051482562,768,418.84948517438,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
610,10.1666666666667,0.169444444444444,35,25.5886259494657,5,0.4791107319078,525.009961711374,37.5,354.409791219926,768,413.590208780074,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
620,10.3333333333333,0.172222222222222,35,25.5233706940691,5,0.486600874865882,523.345952698762,37.5,359.652398438487,768,408.347601561513,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
630,10.5,0.175,35,25.458322263954,5,0.494068862699813,521.687217730826,37.5,364.878389313935,768,403.121610686065,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
640,10.6666666666667,0.177777777777778,35,25.3934800035915,5,0.501514765629836,520.033740091584,37.5,370.087816511452,768,397.912183488548,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
650,10.8333333333333,0.180555555555556,35,25.3288432595307,5,0.508938653653629,518.385503118034,37.5,375.280732529298,768,392.719267470702,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
660,11,0.183333333333333,35,25.2644113803916,5,0.516340596547018,516.742490199985,37.5,380.457189699339,768,387.542810300661,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
670,11.1666666666667,0.186111111111111,35,25.2001837168586,5,0.523720663864671,515.104684779894,37.5,385.617240187579,768,382.382759812421,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
680,11.3333333333333,0.188888888888889,35,25.1361596216743,5,0.531078924940807,513.472070352696,37.5,390.760935994681,768,377.239064005319,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
690,11.5,0.191666666666667,35,25.0723384496329,5,0.53841544888989,511.844630465638,37.5,395.888328956493,768,372.111671043507,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
700,11.6666666666667,0.194444444444444,35,25.0087195575731,5,0.545730304607329,510.222348718115,37.5,400.999470744572,768,367.000529255428,20,20.6,20,3,5,WARM INITIAL,PCM CAPACITY INSUFFICIENT
710,11.8333333333333,0.197222222222222,35,24.9453023043726,5,0.553023560770168,508.605208761502,37.5,406.094412866702,768,361.905587133298,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
720,12,0.2,35,24.8820860509408,5,0.560295285837782,506.993194298991,37.5,411.173206667412,768,356.826793332588,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
730,12.1666666666667,0.202777777777778,35,24.8190701602128,5,0.567545548052563,505.386289085428,37.5,416.235903328498,768,351.764096671502,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
740,12.3333333333333,0.205555555555556,35,24.7562539971429,5,0.574774415440614,503.784476927144,37.5,421.282553869535,768,346.717446130465,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
750,12.5,0.208333333333333,35,24.6936369286981,5,0.581981955812426,502.187741681801,37.5,426.313209148395,768,341.686790851605,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
760,12.6666666666667,0.211111111111111,35,24.6312183238517,5,0.589168236763571,500.596067258218,37.5,431.327919861753,768,336.672080138247,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
770,12.8333333333333,0.213888888888889,35,24.5689975535772,5,0.596333325675373,499.009437616219,37.5,436.326736545605,768,331.673263454395,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
780,13,0.216666666666667,35,24.5069739908417,5,0.603477289715596,497.427836766465,37.5,441.309709575772,768,326.690290424228,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
790,13.1666666666667,0.219444444444444,35,24.4451470105998,5,0.610600195839115,495.851248770294,37.5,446.276889168411,768,321.723110831589,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
800,13.3333333333333,0.222222222222222,35,24.3835159897869,5,0.617702110788593,494.279657739565,37.5,451.22832538052,768,316.77167461948,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
810,13.5,0.225,35,24.3220803073134,5,0.624783101095155,492.713047836491,37.5,456.164068110442,768,311.835931889558,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
820,13.6666666666667,0.227777777777778,35,24.2608393440581,5,0.631843233079055,491.151403273483,37.5,461.084167098367,768,306.915832901633,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
830,13.8333333333333,0.230555555555556,35,24.1997924828624,5,0.638882572850347,489.59470831299,37.5,465.988671926836,768,302.011328073164,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
840,14,0.233333333333333,35,24.1389391085233,5,0.645901186309551,488.042947267343,37.5,470.877632021239,768,297.122367978761,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
850,14.1666666666667,0.236111111111111,35,24.078278607788,5,0.652899139148316,486.496104498593,37.5,475.751096650312,768,292.248903349688,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
860,14.3333333333333,0.238888888888889,35,24.0178103693473,5,0.659876496850081,484.954164418356,37.5,480.609114926636,768,287.390885073364,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
870,14.5,0.241666666666667,35,23.9575337838296,5,0.66683332469074,483.417111487654,37.5,485.45173580713,768,282.54826419287,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
880,14.6666666666667,0.244444444444444,35,23.8974482437945,5,0.673769687739293,481.88493021676,37.5,490.279008093545,768,277.720991906455,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
890,14.8333333333333,0.247222222222222,35,23.8375531437272,5,0.680685650858508,480.357605165043,37.5,495.090980432956,768,272.909019567044,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
900,15,0.25,35,23.7778478800317,5,0.687581278705568,478.835120940808,37.5,499.887701318251,768,268.112298681749,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
910,15.1666666666667,0.252777777777778,35,23.7183318510253,5,0.694456635732729,477.317462201146,37.5,504.669219088622,768,263.330780911378,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
920,15.3333333333333,0.255555555555556,35,23.6590044569324,5,0.701311786187967,475.804613651775,37.5,509.43558193005,768,258.56441806995,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
930,15.5,0.258333333333333,35,23.5998650998781,5,0.708146794115624,474.296560046891,37.5,514.186837875793,768,253.813162124207,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
940,15.6666666666667,0.261111111111111,35,23.5409131838826,5,0.714961723357055,472.793286189007,37.5,518.923034806867,768,249.076965193133,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
950,15.8333333333333,0.263888888888889,35,23.4821481148552,5,0.721756637551272,471.294776928808,37.5,523.644220452529,768,244.355779547471,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
960,16,0.266666666666667,35,23.4235693005879,5,0.728531600135583,469.801017164992,37.5,528.350442390763,768,239.649557609237,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
970,16.1666666666667,0.269444444444444,35,23.3651761507499,5,0.735286674346233,468.311991844122,37.5,533.04174804875,768,234.95825195125,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
980,16.3333333333333,0.272222222222222,35,23.3069680768813,5,0.742021923219042,466.827685960472,37.5,537.718184703357,768,230.281815296643,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
990,16.5,0.275,35,23.2489444923873,5,0.748737409590037,465.348084555875,37.5,542.379799481603,768,225.620200518397,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
1000,16.6666666666667,0.277777777777778,35,23.1911048125324,5,0.75543319609609,463.873172719576,37.5,547.026639361143,768,220.973360638857,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
1010,16.8333333333333,0.280555555555556,35,23.1334484544344,5,0.762109345175546,462.402935588078,37.5,551.658751170734,768,216.341248829265,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
1020,17,0.283333333333333,35,23.0759748370585,5,0.76876591906885,460.937358344993,37.5,556.276181590713,768,211.723818409287,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
1030,17.1666666666667,0.286111111111111,35,23.0186833812115,5,0.775402979819182,459.476426220894,37.5,560.878977153462,768,207.121022846538,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
1040,17.3333333333333,0.288888888888889,35,22.9615735095359,5,0.782020589273072,458.020124493166,37.5,565.46718424388,768,202.53281575612,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
1050,17.5,0.291666666666667,35,22.9046446465042,5,0.788618809081034,456.568438485857,37.5,570.040849099851,768,197.959150900149,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
1060,17.6666666666667,0.294444444444444,35,22.8478962184129,5,0.795197700698177,455.121353569528,37.5,574.600017812709,768,193.399982187291,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
1070,17.8333333333333,0.297222222222222,35,22.7913276533769,5,0.801757325384833,453.67885516111,37.5,579.144736327701,768,188.855263672299,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
1080,18,0.3,35,22.7349383813237,5,0.808297744207168,452.240928723754,37.5,583.675050444452,768,184.324949555548,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
1090,18.1666666666667,0.302777777777778,35,22.6787278339877,5,0.814819018037801,450.807559766686,37.5,588.191005817427,768,179.808994182573,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
1100,18.3333333333333,0.305555555555556,35,22.6226954449043,5,0.821321207556417,449.378733845059,37.5,592.692647956388,768,175.307352043612,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
1110,18.5,0.308333333333333,35,22.5668406494043,5,0.827804373250377,447.954436559809,37.5,597.180022226858,768,170.819977773142,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
1120,18.6666666666667,0.311111111111111,35,22.5111628846082,5,0.834268575415328,446.53465355751,37.5,601.653173850572,768,166.346826149428,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
1130,18.8333333333333,0.313888888888889,35,22.4556615894207,5,0.840713874155812,445.119370530229,37.5,606.112147905935,768,161.887852094065,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
1140,19,0.316666666666667,35,22.4003362045247,5,0.847140329385871,443.708573215381,37.5,610.556989328479,768,157.443010671521,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
1150,19.1666666666667,0.319444444444444,35,22.345186172376,5,0.85354800082965,442.302247395587,37.5,614.987742911313,768,153.012257088687,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
1160,19.3333333333333,0.322222222222222,35,22.2902109371972,5,0.859936948021999,440.900378898528,37.5,619.404453305575,768,148.595546694425,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
1170,19.5,0.325,35,22.2354099449728,5,0.866307230309076,439.502953596806,37.5,623.807165020883,768,144.192834979117,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
1180,19.6666666666667,0.327777777777778,35,22.1807826434431,5,0.872658906848938,438.109957407799,37.5,628.19592242578,768,139.80407757422,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
1190,19.8333333333333,0.330555555555556,35,22.1263284820987,5,0.878992036612146,436.721376293518,37.5,632.570769748186,768,135.429230251814,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
1200,20,0.333333333333333,35,22.0720469121752,5,0.885306678382353,435.337196260468,37.5,636.931751075841,768,131.068248924159,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
1210,20.1666666666667,0.336111111111111,35,22.0179373866474,5,0.891602890756898,433.957403359508,37.5,641.27891035675,768,126.72108964325,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
1220,20.3333333333333,0.338888888888889,35,21.9639993602237,5,0.897880732147398,432.581983685705,37.5,645.612291399625,768,122.387708600375,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
1230,20.5,0.341666666666667,35,21.9102322893412,5,0.904140260780335,431.2109233782,37.5,649.931937874327,768,118.068062125673,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
1240,20.6666666666667,0.344444444444444,35,21.8566356321595,5,0.910381534697642,429.844208620066,37.5,654.237893312307,768,113.762106687693,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
1250,20.8333333333333,0.347222222222222,35,21.8032088485556,5,0.916604611757291,428.481825638167,37.5,658.530201107044,768,109.469798892956,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
1260,21,0.35,35,21.7499514001185,5,0.922809549633874,427.123760703021,37.5,662.808904514481,768,105.191095485519,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
1270,21.1666666666667,0.352777777777778,35,21.6968627501436,5,0.928996405819183,425.770000128661,37.5,667.074046653463,768,100.925953346536,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
1280,21.3333333333333,0.355555555555556,35,21.6439423636274,5,0.935165237622793,424.420530272499,37.5,671.325670506171,768,96.6743294938289,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
1290,21.5,0.358333333333333,35,21.5911897072622,5,0.941316102172636,423.075337535186,37.5,675.563818918554,768,92.4361810814463,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
1300,21.6666666666667,0.361111111111111,35,21.5386042494304,5,0.94744905641558,421.734408360475,37.5,679.788534600761,768,88.2114653992391,20,20.6,20,3,5,COOLING IN PROGRESS,PCM CAPACITY INSUFFICIENT
